"city","area","rooms","bathroom","parking","floor","animal","furniture","hoa","rent","property_tax"
"Porto Alegre",374,3,4,2,0,"yes","yes",2500,8250,473
"Sao Paulo",270,3,2,1,9,"yes","no",2300,3920,34
"Campinas",92,2,3,2,5,"no","no",1260,4200,275
"Porto Alegre",220,3,3,2,8,"no","yes",1636,10000,542
"Sao Paulo",243,4,3,3,16,"yes","no",3754,2000,1324
"Porto Alegre",240,3,3,7,0,"yes","yes",0,3400,349
"Sao Paulo",260,4,5,5,3,"yes","yes",0,15000,0
"Porto Alegre",63,3,2,2,11,"yes","no",547,2050,54
"Sao Paulo",238,4,5,3,1,"no","no",2500,15000,375
"Sao Paulo",82,2,2,0,3,"no","no",650,1600,5
"Campinas",74,3,1,1,3,"yes","no",350,1000,54
"Belo Horizonte",40,1,1,2,11,"no","yes",1000,3500,63
"Porto Alegre",70,3,1,1,3,"yes","no",424,1100,0
"Belo Horizonte",83,3,2,3,18,"yes","no",745,2050,198
"Sao Paulo",55,2,1,0,0,"yes","no",380,1350,0
"Sao Paulo",290,3,2,2,0,"no","yes",0,8000,1334
"Rio de Janeiro",250,5,3,4,0,"yes","no",0,5000,417
"Sao Paulo",350,4,3,4,10,"yes","no",1600,7500,959
"Sao Paulo",330,5,4,2,0,"yes","yes",0,7650,720
"Sao Paulo",60,2,2,1,8,"yes","no",700,1420,59
"Rio de Janeiro",74,2,1,0,1,"yes","no",1148,1900,212
"Belo Horizonte",160,3,3,2,4,"yes","no",150,2400,244
"Porto Alegre",483,4,4,0,4,"yes","yes",2000,4900,1167
"Sao Paulo",35,1,1,0,16,"yes","yes",560,2999,103
"Sao Paulo",285,4,4,3,16,"no","no",1100,4500,359
"Rio de Janeiro",77,2,2,0,4,"yes","no",700,1950,88
"Sao Paulo",76,2,2,1,8,"no","no",825,1600,33
"Porto Alegre",200,2,1,0,0,"yes","no",0,2800,0
"Sao Paulo",300,5,4,5,0,"yes","no",0,8500,60
"Rio de Janeiro",105,3,2,1,13,"yes","yes",1200,12000,459
"Campinas",55,1,1,1,7,"yes","no",480,700,45
"Porto Alegre",75,2,2,1,5,"yes","no",450,1650,100
"Campinas",276,3,4,3,11,"yes","no",2590,7000,594
"Belo Horizonte",70,2,2,1,3,"yes","no",523,1050,100
"Sao Paulo",460,7,5,5,0,"yes","yes",1,9000,3129
"Rio de Janeiro",135,4,2,2,13,"yes","yes",1300,6489,467
"Belo Horizonte",64,2,1,1,1,"no","no",210,1200,0
"Belo Horizonte",76,2,1,1,1,"yes","no",277,700,59
"Sao Paulo",170,6,4,4,0,"yes","no",0,7200,0
"Belo Horizonte",85,2,1,1,1,"no","no",735,2150,198
"Campinas",49,2,1,1,0,"yes","no",0,1000,0
"Rio de Janeiro",128,4,2,0,2,"no","no",1100,2000,10
"Sao Paulo",96,3,2,2,10,"yes","no",1616,1610,162
"Rio de Janeiro",45,1,1,1,1,"yes","yes",1437,3000,382
"Sao Paulo",32,1,1,1,2,"no","yes",1500,3250,300
"Porto Alegre",37,1,1,0,4,"yes","no",340,1500,69
"Belo Horizonte",335,4,4,4,0,"yes","no",0,10000,678
"Rio de Janeiro",56,2,1,1,3,"yes","no",860,1500,90
"Sao Paulo",330,1,3,8,0,"yes","no",0,3147,0
"Rio de Janeiro",21,1,1,0,2,"yes","no",0,2800,0
"Sao Paulo",300,5,5,4,0,"yes","yes",0,6500,525
"Porto Alegre",373,4,4,4,0,"yes","yes",350,6800,100
"Sao Paulo",53,2,1,1,7,"no","no",600,1200,60
"Sao Paulo",156,3,3,3,20,"yes","no",1600,4900,917
"Porto Alegre",80,2,1,0,2,"no","yes",180,1250,0
"Sao Paulo",74,2,2,2,8,"no","no",870,3300,270
"Sao Paulo",103,3,2,1,0,"yes","no",0,4200,250
"Belo Horizonte",458,8,10,4,0,"yes","no",0,7000,419
"Belo Horizonte",98,2,1,0,0,"no","no",0,1500,58
"Sao Paulo",40,1,1,0,0,"yes","no",1,1000,6
"Sao Paulo",65,1,1,0,3,"no","no",185,1300,63
"Sao Paulo",70,1,1,0,4,"no","no",430,1300,17
"Porto Alegre",55,1,1,1,14,"no","yes",460,3200,30
"Sao Paulo",129,3,4,3,6,"yes","yes",1650,2500,434
"Porto Alegre",46,1,1,1,1,"yes","yes",270,750,15
"Porto Alegre",225,4,4,2,0,"yes","no",800,4445,352
"Sao Paulo",215,3,1,1,18,"yes","no",1100,4000,240
"Sao Paulo",100,3,3,2,0,"no","no",120,2000,0
"Campinas",68,1,1,1,10,"no","yes",600,1000,48
"Sao Paulo",82,3,1,1,8,"no","no",709,1500,107
"Rio de Janeiro",90,2,3,0,2,"yes","no",620,2150,60
"Sao Paulo",250,5,2,6,0,"yes","no",0,9000,1417
"Sao Paulo",392,4,4,4,0,"yes","no",0,10000,1250
"Rio de Janeiro",134,3,4,2,3,"yes","yes",1900,7000,466
"Campinas",53,2,1,1,1,"yes","no",310,510,16
"Rio de Janeiro",165,2,2,0,2,"yes","yes",0,2500,11
"Sao Paulo",59,2,1,1,3,"no","no",270,1400,417
"Porto Alegre",55,1,1,1,3,"yes","no",340,900,50
"Rio de Janeiro",80,2,2,1,12,"no","no",580,1809,226
"Rio de Janeiro",71,2,1,1,2,"yes","no",950,3140,190
"Porto Alegre",200,3,3,2,0,"yes","no",1,5980,175
"Sao Paulo",47,1,1,0,1,"yes","no",490,1200,26
"Sao Paulo",78,1,1,2,8,"no","yes",1980,6000,317
"Porto Alegre",70,2,1,0,9,"yes","no",0,1750,0
"Belo Horizonte",44,1,1,1,11,"yes","no",520,3500,225
"Sao Paulo",56,2,1,1,7,"yes","no",380,1500,40
"Belo Horizonte",70,3,2,2,10,"no","no",360,1560,80
"Sao Paulo",150,3,3,2,12,"yes","no",1650,4000,142
"Rio de Janeiro",60,1,1,0,4,"no","yes",1400,2000,192
"Belo Horizonte",200,3,4,4,10,"yes","no",2900,5500,1021
"Sao Paulo",250,4,5,4,5,"no","no",3000,10000,0
"Sao Paulo",250,4,5,3,0,"yes","no",0,5000,565
"Porto Alegre",40,1,1,1,10,"yes","yes",210,1180,20
"Sao Paulo",117,4,5,4,10,"no","no",1523,3175,711
"Campinas",104,3,1,0,3,"no","no",600,650,69
"Rio de Janeiro",120,3,1,0,3,"no","no",800,4500,234
"Belo Horizonte",125,3,2,0,7,"yes","no",1300,2968,274
"Sao Paulo",33,2,1,0,6,"yes","no",300,1900,0
"Rio de Janeiro",99,3,2,1,10,"yes","no",1080,3500,192
"Sao Paulo",63,1,1,0,12,"yes","no",870,2600,0
"Rio de Janeiro",43,2,1,0,12,"yes","no",586,2000,63
"Sao Paulo",61,2,2,2,2,"no","yes",1023,3160,270
"Rio de Janeiro",76,2,2,1,8,"yes","yes",1200,3700,167
"Porto Alegre",52,2,1,1,0,"yes","no",350,950,84
"Sao Paulo",39,1,1,0,3,"yes","yes",350,1700,0
"Porto Alegre",126,3,1,1,4,"yes","no",1137,2200,125
"Sao Paulo",305,2,3,0,10,"yes","no",3500,5000,667
"Sao Paulo",80,2,2,0,3,"no","no",931,2700,0
"Rio de Janeiro",85,2,1,1,4,"yes","no",450,1700,100
"Porto Alegre",74,3,2,2,13,"yes","yes",402,2300,58
"Rio de Janeiro",130,3,2,1,3,"no","no",1303,2300,172
"Sao Paulo",113,3,2,1,6,"yes","no",1000,3000,50
"Sao Paulo",108,2,1,3,0,"yes","no",0,5000,260
"Sao Paulo",270,4,4,4,0,"yes","no",0,10800,800
"Sao Paulo",111,3,4,3,1,"yes","no",2500,2700,704
"Rio de Janeiro",142,3,2,1,1,"yes","yes",1732,2868,247
"Porto Alegre",48,1,1,1,5,"yes","yes",240,1100,16
"Sao Paulo",76,3,2,2,10,"yes","no",365,2500,37
"Sao Paulo",42,1,1,0,13,"no","no",760,2260,147
"Sao Paulo",500,4,5,4,0,"no","yes",0,12750,2087
"Sao Paulo",375,4,4,4,22,"no","no",4916,4700,3025
"Rio de Janeiro",690,4,5,2,21,"no","no",4798,9500,1301
"Sao Paulo",172,4,4,3,1,"yes","no",1800,7500,792
"Rio de Janeiro",130,3,2,2,5,"yes","no",2250,6500,415
"Sao Paulo",90,3,2,2,2,"yes","no",1320,1700,225
"Campinas",68,3,2,2,9,"yes","yes",550,2700,76
"Sao Paulo",260,4,4,4,0,"yes","no",0,14000,1834
"Sao Paulo",87,2,3,2,1,"yes","yes",1200,3560,492
"Sao Paulo",80,2,1,0,0,"no","no",0,1500,0
"Sao Paulo",140,2,1,2,0,"yes","no",0,5000,584
"Sao Paulo",45,2,1,1,1,"yes","no",176,1300,64
"Campinas",230,3,4,4,5,"yes","yes",1800,10000,715
"Sao Paulo",125,3,3,2,4,"yes","no",1550,3000,650
"Rio de Janeiro",80,2,1,0,3,"no","yes",800,1360,9
"Sao Paulo",22,1,1,1,8,"yes","yes",587,4500,150
"Campinas",280,4,3,3,0,"yes","no",0,2167,169
"Sao Paulo",126,3,4,3,6,"yes","no",2500,3200,579
"Porto Alegre",64,3,2,1,1,"yes","yes",600,1620,0
"Rio de Janeiro",70,2,1,1,3,"yes","no",950,3800,125
"Sao Paulo",65,2,1,0,0,"yes","no",0,1200,34
"Porto Alegre",98,3,1,0,1,"yes","no",400,1050,84
"Belo Horizonte",136,3,3,2,6,"yes","no",230,2700,234
"Sao Paulo",80,2,2,2,0,"yes","no",0,2465,0
"Porto Alegre",54,2,1,1,8,"yes","yes",300,1000,50
"Porto Alegre",55,1,1,1,2,"yes","no",300,1000,50
"Rio de Janeiro",190,3,2,1,4,"yes","no",1800,5100,417
"Sao Paulo",130,3,2,2,8,"yes","no",1310,6500,338
"Sao Paulo",54,2,1,1,1,"yes","no",670,1932,73
"Sao Paulo",200,3,4,4,2,"no","yes",3300,12000,1167
"Sao Paulo",150,3,3,2,3,"no","no",2100,3600,499
"Sao Paulo",205,3,4,4,13,"yes","no",1700,6000,650
"Sao Paulo",310,3,3,2,0,"no","no",0,10400,0
"Sao Paulo",250,3,4,4,0,"yes","no",0,4500,334
"Sao Paulo",60,2,1,1,1,"yes","no",0,1100,0
"Sao Paulo",66,2,2,1,5,"yes","yes",750,2980,0
"Sao Paulo",176,3,4,3,20,"no","no",2004,9500,584
"Porto Alegre",48,1,1,0,4,"yes","yes",250,1300,34
"Rio de Janeiro",90,2,1,0,3,"yes","no",940,3490,234
"Porto Alegre",67,2,2,1,9,"yes","no",300,1700,0
"Belo Horizonte",55,2,1,1,8,"no","no",160,900,0
"Sao Paulo",50,2,2,1,14,"yes","no",520,1550,100
"Rio de Janeiro",140,3,1,1,3,"yes","no",1200,4090,0
"Rio de Janeiro",18,1,1,0,14,"no","no",540,880,101
"Campinas",50,1,1,0,1,"no","no",298,850,15
"Sao Paulo",220,3,4,3,0,"yes","yes",0,4600,126
"Sao Paulo",25,1,1,1,4,"no","yes",1449,3070,700
"Belo Horizonte",230,4,2,1,2,"yes","no",300,2850,190
"Sao Paulo",80,2,1,0,0,"yes","no",0,2200,0
"Sao Paulo",180,3,3,2,7,"yes","no",3000,7000,292
"Rio de Janeiro",62,2,1,0,0,"yes","no",50,1300,0
"Porto Alegre",440,3,2,3,5,"no","no",100,10500,84
"Sao Paulo",200,3,3,3,3,"yes","no",3162,4790,876
"Porto Alegre",300,8,3,0,0,"yes","no",0,5100,250
"Belo Horizonte",360,6,2,0,0,"yes","no",1,6000,688
"Rio de Janeiro",55,2,2,0,6,"yes","no",740,2000,220
"Sao Paulo",400,4,6,4,0,"yes","no",0,15000,1875
"Sao Paulo",19,1,1,0,0,"no","no",0,1200,41
"Porto Alegre",326,4,7,4,0,"yes","no",0,4200,184
"Sao Paulo",240,4,4,3,4,"yes","no",8000,2000,2000
"Campinas",35,1,1,0,0,"yes","no",0,1600,0
"Rio de Janeiro",110,3,1,0,1,"yes","no",1100,1800,131
"Sao Paulo",103,2,3,2,17,"yes","yes",7000,9000,500
"Sao Paulo",273,3,5,4,5,"yes","no",2695,10900,1057
"Sao Paulo",250,4,5,2,0,"yes","no",0,8000,338
"Porto Alegre",67,2,2,1,2,"yes","yes",413,1240,55
"Sao Paulo",45,1,1,1,3,"yes","yes",2000,4850,334
"Sao Paulo",19,1,1,0,0,"no","no",0,1200,0
"Rio de Janeiro",90,3,2,1,13,"yes","no",1300,2050,230
"Sao Paulo",143,3,3,2,20,"yes","no",1900,8400,539
"Sao Paulo",75,2,1,1,14,"no","yes",1200,2380,196
"Rio de Janeiro",115,3,2,1,2,"yes","no",1200,2900,317
"Belo Horizonte",100,3,2,2,3,"no","no",400,2300,165
"Sao Paulo",63,2,2,1,19,"yes","no",184,4400,136
"Rio de Janeiro",70,2,2,1,2,"yes","no",1100,2500,230
"Belo Horizonte",80,3,2,2,1,"no","yes",400,2500,126
"Sao Paulo",215,3,4,2,0,"yes","no",0,5000,318
"Campinas",75,3,2,1,3,"no","no",550,2125,67
"Sao Paulo",400,3,5,4,11,"yes","no",3830,3500,1419
"Porto Alegre",109,4,2,3,1,"yes","no",280,1950,63
"Rio de Janeiro",75,2,2,1,3,"yes","no",684,1800,84
"Sao Paulo",23,1,1,0,25,"yes","no",399,2150,0
"Sao Paulo",172,4,3,2,5,"yes","yes",1050,8300,180
"Sao Paulo",73,2,2,1,16,"yes","no",550,2160,105
"Porto Alegre",25,1,1,0,12,"no","no",240,750,22
"Campinas",56,2,1,1,2,"yes","no",420,1050,24
"Sao Paulo",96,2,1,2,3,"yes","no",880,1648,80
"Sao Paulo",240,3,2,3,0,"yes","no",0,5900,500
"Sao Paulo",57,2,1,1,24,"yes","yes",540,3500,135
"Rio de Janeiro",130,3,2,1,9,"yes","yes",2000,8700,650
"Sao Paulo",35,1,1,1,10,"no","yes",1400,2800,205
"Sao Paulo",115,3,2,1,8,"yes","no",826,2300,195
"Porto Alegre",45,2,1,0,2,"yes","no",74,1040,42
"Rio de Janeiro",40,1,1,0,2,"no","no",450,2390,114
"Rio de Janeiro",95,3,1,1,0,"yes","yes",1434,3500,230
"Sao Paulo",60,2,2,1,11,"yes","yes",1680,6000,200
"Campinas",160,4,2,2,16,"yes","no",1448,2800,207
"Sao Paulo",315,3,4,3,15,"yes","yes",1715,5000,340
"Belo Horizonte",365,4,4,3,8,"yes","yes",3500,8800,459
"Sao Paulo",45,2,1,1,4,"yes","no",284,1100,0
"Rio de Janeiro",108,2,1,0,1,"yes","no",450,2125,47
"Campinas",76,3,2,2,3,"no","no",450,2200,120
"Belo Horizonte",140,4,3,2,9,"yes","no",1720,4000,284
"Belo Horizonte",30,1,1,0,3,"no","no",0,750,57
"Campinas",50,2,2,1,2,"no","no",262,1400,63
"Porto Alegre",110,2,1,0,1,"yes","no",260,2100,92
"Sao Paulo",125,3,1,0,4,"yes","no",650,2700,142
"Sao Paulo",55,2,2,1,21,"yes","no",480,2000,9
"Sao Paulo",82,3,2,2,8,"yes","no",903,1500,59
"Rio de Janeiro",42,1,1,0,9,"yes","yes",682,1800,56
"Belo Horizonte",285,3,2,0,6,"yes","no",1000,6000,492
"Sao Paulo",76,2,2,1,6,"no","no",500,1350,5
"Rio de Janeiro",338,4,2,2,0,"yes","no",0,4300,190
"Sao Paulo",300,6,8,3,0,"yes","no",0,10900,1917
"Sao Paulo",30,1,1,1,10,"no","yes",1700,4600,0
"Sao Paulo",320,5,5,3,0,"yes","yes",320,8000,267
"Porto Alegre",80,2,1,0,1,"yes","no",171,1900,50
"Sao Paulo",43,1,1,0,6,"no","no",350,1080,57
"Sao Paulo",102,2,2,2,0,"yes","no",0,3400,248
"Sao Paulo",47,2,1,1,1,"yes","no",350,1000,0
"Rio de Janeiro",120,4,2,1,5,"yes","yes",1890,12000,367
"Belo Horizonte",178,3,3,3,10,"yes","no",1840,7500,542
"Sao Paulo",27,1,1,0,0,"no","no",0,1480,0
"Rio de Janeiro",174,4,2,1,1,"yes","no",1682,2400,500
"Sao Paulo",64,1,2,1,3,"yes","no",800,2600,0
"Belo Horizonte",252,3,4,1,1,"yes","no",250,2500,165
"Porto Alegre",85,2,1,0,1,"yes","no",400,870,56
"Sao Paulo",101,3,2,2,7,"yes","yes",1097,3200,319
"Sao Paulo",200,3,2,1,5,"yes","no",1618,2380,161
"Belo Horizonte",55,2,2,1,2,"yes","no",202,1000,67
"Sao Paulo",200,4,3,3,14,"no","no",2400,6400,0
"Sao Paulo",240,3,3,3,3,"yes","no",4132,3800,952
"Rio de Janeiro",90,3,2,1,6,"yes","no",1270,3170,225
"Sao Paulo",31,1,1,0,22,"yes","no",330,1330,0
"Belo Horizonte",240,4,3,4,3,"yes","no",2677,7200,161
"Belo Horizonte",118,4,3,3,4,"yes","no",920,2500,326
"Sao Paulo",350,4,5,2,0,"yes","yes",0,15000,667
"Sao Paulo",65,3,2,1,5,"yes","no",526,2090,21
"Rio de Janeiro",145,3,2,1,3,"yes","no",2400,5800,500
"Sao Paulo",93,3,2,2,18,"yes","no",1000,3400,209
"Sao Paulo",98,1,2,2,4,"no","yes",1750,8400,580
"Sao Paulo",174,3,1,2,0,"yes","no",0,3600,284
"Sao Paulo",160,4,4,3,6,"yes","yes",1646,4700,750
"Sao Paulo",200,4,5,3,3,"yes","yes",1650,3700,600
"Sao Paulo",80,2,2,2,0,"yes","no",50,1850,173
"Sao Paulo",50,2,1,1,3,"yes","no",520,1490,0
"Belo Horizonte",115,3,3,3,4,"yes","no",655,3100,272
"Sao Paulo",38,1,1,0,1,"yes","yes",330,3000,38
"Porto Alegre",42,1,1,1,2,"yes","no",260,1200,65
"Sao Paulo",380,2,4,0,21,"yes","yes",3490,6800,2863
"Belo Horizonte",70,2,1,1,6,"yes","no",500,1500,63
"Sao Paulo",37,1,1,1,1,"no","yes",1700,1196,0
"Sao Paulo",156,2,4,2,11,"yes","no",2690,10000,520
"Sao Paulo",100,3,3,2,3,"no","no",1100,4350,350
"Belo Horizonte",50,2,1,1,2,"yes","no",226,750,0
"Sao Paulo",116,2,2,2,8,"no","yes",1215,8000,250
"Sao Paulo",25,1,1,0,0,"yes","no",20,1200,25
"Belo Horizonte",260,4,5,0,21,"no","no",1920,13000,138
"Porto Alegre",102,2,1,0,3,"yes","no",407,1600,103
"Sao Paulo",160,2,3,2,12,"yes","yes",1500,4210,225
"Belo Horizonte",95,3,2,2,3,"no","no",882,2200,173
"Sao Paulo",189,4,4,4,12,"yes","no",2326,12000,817
"Sao Paulo",22,1,1,1,14,"no","no",450,1900,84
"Sao Paulo",400,4,3,3,0,"yes","no",0,7000,900
"Belo Horizonte",280,4,4,5,10,"yes","no",850,6500,384
"Porto Alegre",45,1,1,0,2,"yes","no",340,950,42
"Sao Paulo",50,2,1,1,5,"yes","no",650,1260,100
"Sao Paulo",61,3,2,0,0,"yes","no",400,1500,96
"Rio de Janeiro",100,2,2,1,4,"yes","no",860,1600,0
"Sao Paulo",78,2,2,1,2,"yes","no",560,2750,0
"Rio de Janeiro",140,3,2,1,6,"yes","no",1900,5000,334
"Sao Paulo",220,3,4,2,7,"yes","no",2000,3900,750
"Belo Horizonte",105,3,2,2,4,"no","no",350,1500,135
"Belo Horizonte",550,3,3,5,0,"yes","no",0,7500,350
"Sao Paulo",250,4,6,4,12,"no","no",3000,14500,875
"Rio de Janeiro",30,1,1,0,7,"yes","no",700,1550,58
"Belo Horizonte",90,2,3,2,15,"yes","no",1054,2100,196
"Sao Paulo",110,2,3,2,6,"yes","no",1500,2310,409
"Sao Paulo",65,2,2,2,6,"yes","no",717,2000,0
"Sao Paulo",160,1,4,2,2,"no","no",1000,3500,10
"Sao Paulo",34,1,1,1,4,"yes","no",550,3800,109
"Porto Alegre",65,2,1,1,1,"yes","no",500,950,38
"Sao Paulo",355,4,5,5,21,"no","yes",5700,15000,2977
"Campinas",320,3,3,2,9,"yes","yes",2000,8500,340
"Rio de Janeiro",42,1,1,0,4,"yes","yes",480,1900,84
"Sao Paulo",79,2,2,1,2,"yes","yes",678,2800,4
"Sao Paulo",130,2,2,2,3,"yes","no",1750,3000,284
"Sao Paulo",84,2,2,0,1,"yes","yes",850,6000,250
"Campinas",300,3,3,4,0,"yes","no",1,3800,450
"Sao Paulo",74,2,1,1,2,"yes","no",650,1700,0
"Sao Paulo",450,4,4,3,0,"yes","no",0,11500,875
"Sao Paulo",84,3,2,2,7,"no","no",900,2800,740
"Sao Paulo",93,3,3,0,16,"no","yes",1221,5500,367
"Porto Alegre",58,2,2,2,12,"yes","no",450,2550,0
"Campinas",130,3,2,0,0,"yes","no",0,1400,10
"Sao Paulo",35,1,1,1,9,"no","yes",1050,2600,317
"Sao Paulo",156,3,2,1,17,"yes","no",1500,5500,267
"Sao Paulo",250,4,3,3,0,"yes","yes",0,5000,334
"Belo Horizonte",109,3,2,2,2,"yes","no",400,1800,130
"Campinas",40,1,2,1,7,"yes","no",550,807,43
"Belo Horizonte",75,3,2,1,5,"yes","no",487,1280,109
"Sao Paulo",100,3,3,2,13,"yes","no",980,6300,491
"Sao Paulo",60,2,1,1,5,"yes","no",545,1210,75
"Belo Horizonte",63,3,1,1,3,"yes","no",200,1000,65
"Sao Paulo",550,3,5,8,0,"yes","no",0,10000,3825
"Sao Paulo",112,3,2,2,12,"yes","no",1239,2670,188
"Sao Paulo",115,3,2,1,0,"no","no",0,10000,0
"Belo Horizonte",65,2,1,1,3,"yes","no",566,1100,84
"Belo Horizonte",65,3,2,2,2,"yes","no",180,913,90
"Rio de Janeiro",200,4,2,1,7,"yes","no",2188,4250,400
"Rio de Janeiro",46,2,1,1,8,"yes","no",750,1800,230
"Sao Paulo",320,4,5,4,0,"yes","no",0,7000,700
"Rio de Janeiro",140,3,2,0,2,"yes","no",1345,3200,300
"Porto Alegre",87,3,3,2,5,"yes","no",1300,4000,150
"Belo Horizonte",78,1,1,1,15,"no","no",775,2300,128
"Sao Paulo",25,1,1,0,7,"no","no",290,2000,130
"Sao Paulo",50,2,2,1,6,"yes","yes",560,2800,67
"Rio de Janeiro",40,1,1,0,4,"no","no",530,1949,100
"Belo Horizonte",65,3,1,1,2,"yes","yes",175,1100,0
"Porto Alegre",181,3,3,2,0,"yes","no",286,2400,1300
"Belo Horizonte",503,5,5,4,0,"yes","no",0,6000,407
"Sao Paulo",50,1,1,0,0,"no","no",0,1200,0
"Rio de Janeiro",180,3,3,1,4,"yes","yes",2300,6500,117
"Sao Paulo",180,3,3,2,1,"yes","no",2000,7200,900
"Porto Alegre",75,2,1,0,2,"yes","no",180,1600,0
"Belo Horizonte",70,3,2,1,1,"yes","no",377,950,70
"Sao Paulo",100,3,2,1,2,"yes","yes",450,1600,50
"Sao Paulo",50,2,2,1,12,"no","no",400,1200,124
"Sao Paulo",90,3,1,2,6,"yes","no",1250,4100,300
"Belo Horizonte",150,3,3,2,0,"no","no",0,3400,265
"Sao Paulo",120,2,1,1,0,"no","no",0,3500,100
"Rio de Janeiro",50,2,2,1,5,"yes","no",440,1450,50
"Rio de Janeiro",93,2,2,1,4,"yes","no",200,1200,64
"Porto Alegre",30,1,1,0,16,"no","yes",260,1490,15
"Sao Paulo",80,2,1,1,0,"yes","no",484,1600,135
"Porto Alegre",46,1,1,1,5,"no","no",450,1500,46
"Rio de Janeiro",90,2,2,0,4,"yes","no",735,1000,97
"Rio de Janeiro",75,2,2,0,2,"yes","no",591,2400,150
"Belo Horizonte",136,4,3,3,9,"yes","no",1240,3900,434
"Campinas",30,1,1,0,1,"no","no",70,1100,9
"Sao Paulo",95,2,2,0,1,"yes","yes",621,1550,82
"Porto Alegre",39,1,1,0,3,"yes","no",290,550,24
"Belo Horizonte",170,4,3,3,6,"yes","no",1800,6000,881
"Campinas",59,2,1,1,1,"yes","no",437,1000,20
"Belo Horizonte",46,1,1,1,4,"no","no",870,2500,158
"Sao Paulo",124,3,1,0,8,"no","no",1200,1200,100
"Rio de Janeiro",160,4,3,2,2,"yes","no",1550,6200,375
"Belo Horizonte",85,3,1,1,1,"no","no",275,1600,62
"Rio de Janeiro",80,2,1,1,4,"yes","no",800,2499,117
"Sao Paulo",110,3,3,3,17,"yes","yes",1250,4500,355
"Sao Paulo",500,4,6,6,0,"yes","no",0,5510,2084
"Sao Paulo",230,3,4,2,12,"yes","yes",2662,5900,680
"Belo Horizonte",115,3,3,1,1,"no","no",485,1750,172
"Belo Horizonte",285,4,4,2,0,"yes","no",0,3000,200
"Sao Paulo",89,3,3,2,8,"no","no",965,3800,150
"Sao Paulo",49,2,1,1,2,"yes","no",503,985,0
"Belo Horizonte",500,4,6,4,0,"no","no",0,15000,434
"Sao Paulo",35,1,1,1,1,"no","yes",444,3486,124
"Porto Alegre",58,2,1,1,1,"yes","no",300,1350,25
"Campinas",300,4,5,2,0,"yes","no",0,6000,0
"Porto Alegre",58,1,1,0,2,"yes","no",309,700,28
"Sao Paulo",800,5,7,6,0,"yes","no",1,15000,2051
"Sao Paulo",60,2,1,1,5,"yes","yes",600,3300,67
"Sao Paulo",200,4,4,2,0,"yes","no",0,5525,167
"Campinas",420,4,5,4,0,"yes","no",600,7225,584
"Campinas",165,3,2,0,0,"yes","no",0,3000,129
"Belo Horizonte",260,4,3,4,0,"no","no",0,4500,480
"Sao Paulo",55,2,1,0,0,"yes","no",0,1600,50
"Rio de Janeiro",55,1,1,0,1,"yes","no",585,800,0
"Sao Paulo",47,2,1,0,1,"yes","no",0,1600,0
"Sao Paulo",38,1,1,0,5,"yes","no",819,1650,0
"Rio de Janeiro",60,2,1,0,0,"yes","no",0,1800,72
"Belo Horizonte",90,3,2,1,3,"yes","no",500,1800,183
"Rio de Janeiro",41,1,1,1,2,"no","yes",2100,3200,355
"Sao Paulo",70,2,1,1,9,"yes","yes",628,3100,108
"Campinas",43,1,1,1,5,"yes","no",518,900,45
"Rio de Janeiro",80,1,1,0,4,"yes","no",0,4000,150
"Belo Horizonte",251,3,3,4,16,"no","no",3000,12000,1463
"Sao Paulo",185,4,5,4,5,"yes","no",2800,7100,1081
"Sao Paulo",520,3,4,2,0,"yes","no",0,9000,1500
"Sao Paulo",30,1,1,0,1,"yes","no",50,1150,50
"Sao Paulo",387,3,5,3,7,"yes","no",4600,7000,1334
"Rio de Janeiro",65,2,2,1,2,"yes","no",532,1820,49
"Sao Paulo",155,3,3,2,0,"yes","no",0,2650,233
"Porto Alegre",90,2,1,0,2,"yes","no",0,1380,21
"Porto Alegre",61,2,1,2,4,"no","no",350,2200,1
"Sao Paulo",60,2,1,0,1,"yes","no",0,1100,56
"Sao Paulo",250,4,4,4,14,"yes","no",2600,3600,0
"Belo Horizonte",57,2,1,1,3,"no","no",225,800,0
"Sao Paulo",36,1,1,1,8,"yes","no",323,2150,85
"Campinas",231,3,5,4,4,"yes","yes",2200,12000,642
"Sao Paulo",67,3,1,1,2,"yes","no",592,2900,150
"Sao Paulo",120,1,2,2,4,"yes","no",3100,4200,750
"Sao Paulo",215,3,4,2,9,"no","no",1800,7000,450
"Campinas",100,4,3,1,4,"yes","no",750,2240,17
"Rio de Janeiro",50,2,1,1,5,"yes","yes",430,1150,9
"Porto Alegre",40,1,1,1,11,"yes","yes",1300,1200,68
"Sao Paulo",96,2,2,2,23,"no","yes",800,4000,273
"Porto Alegre",42,1,1,0,1,"yes","no",250,985,49
"Porto Alegre",37,1,1,0,4,"yes","no",335,1600,67
"Porto Alegre",110,2,2,1,1,"yes","no",250,1453,20
"Sao Paulo",96,2,2,2,5,"yes","no",1200,1600,400
"Sao Paulo",98,3,2,0,0,"yes","no",580,1580,61
"Sao Paulo",70,2,1,0,1,"no","no",350,1050,116
"Rio de Janeiro",127,1,2,1,18,"no","no",850,6300,440
"Sao Paulo",138,3,3,2,11,"yes","no",960,3000,100
"Rio de Janeiro",79,2,2,1,4,"yes","no",838,1664,60
"Sao Paulo",45,1,1,0,0,"no","no",0,1030,0
"Sao Paulo",35,1,1,0,0,"no","no",0,1100,84
